Examplar Code,Book Title,Author ID,Author Name,Stock,Borrowed,Available,Category,BookYear
760,Pemuda dan Krisis Zaman,283,Marco White,8,8,0,General Knowledge,1991
763,"Iman, Rasio, dan Kebenaran",284,Gregory Cook,14,14,0,General Knowledge,2011
769,Iman dalam Masa Krisis,285,Farah Romanov,3,3,0,General Knowledge,2018
773,Keluarga Bahagia,286,Hector Turner,3,3,0,General Knowledge,2012
776,Hidup Kristen yang Berbuah,287,David Reilly,4,4,0,General Knowledge,2003
778,Arsitek Jiwa 2,288,Grace Martin,6,6,0,General Knowledge,1989
781,Peta dan Teladan Allah,289,Carmen Hughes,5,5,0,General Knowledge,1992
784,Seni Membentuk Karakter Kristen,290,Ella Adams,4,4,0,General Knowledge,1980
787,Sepuluh Hukum Allah: Iman dan Kehidupan Orang Kristen,291,Helena Green,4,4,0,General Knowledge,2020
791,Siapakah  Kristus?,292,Uma Ruiz,2,2,0,General Knowledge,2017
794,Pengudusan Emosi,293,Yasmin Flores,22,22,0,General Knowledge,2002
795,Arsitek Jiwa 1,294,Xavier Crawford,11,11,0,General Knowledge,2011
800,Reformasi dan Theologi Reformed,295,Omar Agyeman,13,12,1,General Knowledge,1992
802,Membesarkan Anak dalam Tuhan,296,Sophia Williams,4,4,0,General Knowledge,2012
805,Mengetahui Kehendak Allah,297,Piper Harris,5,5,0,General Knowledge,1991
807,Quality with Soul: How Six Premier Colleges and Universities Keep Faith with Their Religious Traditions,298,Victor Patel,3,3,0,Technology,1987
809,"Engaging the Culture, Changing the World: The Christian University in a Post-Christian World",299,Valerie Fisher,1,1,0,General Knowledge,1989
814,Ecology: Concepts and Applications,300,Harriet James,10,10,0,General Knowledge,2012
817,Brock Biology of Microorganisms,301,Tobias Owens,18,18,0,General Knowledge,1985
819,Cellular and Molecular Immunology,302,Lily Ross,5,5,0,General Knowledge,1984
820,Cell Biology,303,Zane Clark,10,10,0,General Knowledge,2018
842,"Journal of Construction Engineering and Management, Vol.132(12)",304,Omar Hayes,1,1,0,General Knowledge,1991
847,Programming the Finite Element Method,305,Ivy Gray,2,2,0,General Knowledge,1988
851,Fundamentals of Human Physiology,306,Omar Gibson,9,8,1,Health,2014
852,Bioinformatics for Dummies,307,Harriet Thompson,11,11,0,General Knowledge,2022
856,"Introduction to Genetic Engineering, An",308,Violet Fisher,6,6,0,General Knowledge,1992
862,Chemistry,309,Yusuf Bennett,4,4,0,General Knowledge,2018
867,Katzung and Trevor's Pharmacology: Examination and Board Review,310,Ingrid Nakashima,1,1,0,General Knowledge,1993
868,Chemistry: The Molecular Nature of Matter and Change,311,Raj Foster,11,11,0,General Knowledge,1999
872,"Introduction to General, Organic, and Biochemistry",312,Eliana Thompson,6,6,0,General Knowledge,1990
878,Genetics for Dummies,313,Derek Cooper,3,3,0,General Knowledge,2008
882,Virology: Principles and Applications,314,Aaliyah Zhang,5,5,0,General Knowledge,2019
885,Essential Microbiology,315,Jacob Patterson,5,5,0,General Knowledge,2010
889,"Architect's Studio Companion, The",316,Ralph Zhang,1,1,0,General Knowledge,2016
890,Geometry of Design,317,Helena Howard,1,1,0,General Knowledge,2000
891,"Architecture: Form, Space and Order",318,Yusuf Harris,5,5,0,Architecture,2021
892,Introduction to Architecture,319,Anya Harris,4,4,0,Architecture,1999
893,Architecture from the Inside Out,320,Oliver Walker,1,1,0,Architecture,1986
897,Casarett and Doull's Toxicology: The Basic Science of Poisons,321,Aaliyah Martin,7,7,0,General Knowledge,1993
899,Pengantar Fisika 2,322,Wendy Gibson,1,1,0,General Knowledge,2015
903,Dari Sampah Plastik Menjadi Bensin dan Solar,323,Carmen Ward,1,1,0,General Knowledge,1985
906,Perancangan Aksesbilitas untuk Fasilitas Publik,324,Ulysses Harris,1,1,0,General Knowledge,2021
907,Pengelolaan Sumberdaya Air Terpadu,325,Raya Long,1,1,0,Technology,1997
910,Pengantar Teknik Reaksi Kimia: Dilengkapi Soal dan Jawaban,326,Kara Lewis,3,3,0,General Knowledge,2002
915,Analisis Kuantitatif Obat,327,Walter Kelly,1,1,0,General Knowledge,2002
917,Perancangan Geometerik Jalan: Standar dan Dasar-Dasar Perancangan,328,Jamal Thomas,1,0,1,General Knowledge,1993
920,Pengantar Perencanaan Wilayah dan Kota,329,Jamal Young,2,2,0,General Knowledge,1997
921,Applications of Monte Simulation in Chemical Engineering,330,Uma Lin,1,1,0,General Knowledge,1998
922,Analisis Mengenai Dampak Lingkungan Pembangunan Pelabuhan,331,Lily Park,1,1,0,Technology,2021
924,"Banjir Lahar: Pembentukan, Proses, Dampak, dan Mitigasinya",332,Jacob Lopez,1,1,0,General Knowledge,2004
925,Bahan Ajar Mirkrobiologi,333,Anya Owens,2,2,0,General Knowledge,1982
927,Mekanika Tanah I: Soal dan Penyelesaian,334,Marco Thompson,2,0,2,Technology,1986
930,Analisis Mengenai Dampak Lingkungan dalam Pembangunan Berbagai Sektor,335,Zachary Watson,1,1,0,Technology,2020
931,Kimia Dasar,336,Wendy Williams,5,5,0,General Knowledge,2005
932,Mekanika Tanah 1,337,Eliana James,3,2,1,General Knowledge,1983
936,Kimia Anorganik: Struktur dan Ikatan,338,Tarek King,2,2,0,General Knowledge,2002
937,Geologi Umum: Bagian Kedua,339,Benjamin Cook,3,3,0,General Knowledge,1984
943,Restorasi Sungai,340,Benjamin Hill,2,2,0,Technology,2015
944,Stabilisasi Tanah untuk Perkerasan Jalan,341,Walter Green,1,0,1,General Knowledge,1988
945,Petunjuk Praktis Menulis Buku,342,Ingrid Long,1,1,0,General Knowledge,1994
946,Geomorfologi dan Dinamika Pesisir Jepara,343,Noah Bailey,1,1,0,General Knowledge,1992
948,Analisis Risiko Kesehatan Lingkungan,344,Noah Lopez,1,1,0,General Knowledge,2017
949,Keselamatan Kerja Bahan Kimia di Industri,345,Ralph Gonzalez,1,1,0,General Knowledge,2007
950,Karakteristik Akuifer dan Potensi Air Tanah Graben Bantul,346,Evan Rossetti,1,1,0,Technology,2014
951,Mengenal Gunung Api: Bencana dan Manfaat Hasil Letusannya,347,Hector Scott,2,2,0,General Knowledge,2013
952,Pemrograman Terstruktur dengan Delphi,348,Harriet Morgan,1,1,0,General Knowledge,2008
954,"Menangani Banjir, Kekeringan, dan Lingkungan",349,Blake Adams,2,2,0,General Knowledge,1988
955,Tanah Longsor dan Erosi: Kejadian dan Penanganan,350,Omar Shah,1,1,0,General Knowledge,2015
956,Distilasi: Teori dan Pengendalian Operasi,351,Pauline Patterson,1,1,0,General Knowledge,2014
957,Perancangan Perkerasan Jalan dan Penyelidikan Tanah,352,Raj Reed,1,1,0,General Knowledge,1983
960,Genetika untuk Strata 1,353,Ulysses Bennett,5,5,0,General Knowledge,1984
964,Belajar dari Kerusakaan Akibat Gempa Bumi: Bangunan Tembokan Nir-Rekayasa di Indonesia,354,Alice Patterson,1,1,0,General Knowledge,2005
966,Kajian Lingkungan Hidup Strategis: Jalan Menuju Pembangunan Berkelanjutan,355,Blake Mitchell,2,2,0,General Knowledge,2020
968,Empat Bencana Geologi yang Paling Mematikan,356,Farah Kelly,1,1,0,General Knowledge,1988
971,Geologi Mineral Logam untuk Explorer Muda,357,Samir Cooper,1,1,0,General Knowledge,1987
974,Metode Numerik Aplikasi untuk Teknik Sipil,358,Julia Park,1,1,0,General Knowledge,1981
976,Dasar-dasar Spektroskopi,359,Omar Gonzalez,3,3,0,General Knowledge,2014
978,Audit Lingkungan,360,Claire Gray,2,2,0,General Knowledge,2005
980,Membangun Masyarakat Indonesia Peduli Lingkungan,361,Bryce Howard,1,1,0,General Knowledge,2000
981,Mengenal Mineral Secara Mengaskopis: Petunjuk Praktis untuk Geolog Pemula dan Ilmuwan Ilmu Kebumian,362,Felix Thomas,1,1,0,General Knowledge,2015
984,"Pemanasan Global, Pangan, dan Air Masalah, Solusi, dan Perubahan Konstelasi Geopolotik Dunia = Global Warming, Food, and Water Problems, Solutions, and The Changes of World Geopolitical Constellation",363,Kofi Lewis,1,1,0,Technology,1986
985,Pengantar Metode Komputasi untuk Sains dan Teknik,364,Landon Park,2,2,0,Technology,2011
986,Ilmu Ukur Tanah,365,Blake Jenkins,2,2,0,General Knowledge,1993
990,Biomassa: Anugerah dan Berkah yang Belum Terjamah,366,Oliver Park,2,2,0,General Knowledge,1987
993,Statika Fluida,367,Jacob Cruz,2,2,0,General Knowledge,1984
999,Metodologi Penelitian: Petunjuk Praktis untuk Peneliti Pemula,368,Benjamin Green,3,3,0,General Knowledge,1985
1001,Geologi Umum: Bagian Pertama,369,Walter Price,3,3,0,General Knowledge,2003
1002,Energi Terbarukan: Konsep Dasar Menuju Kemandiirian Energi,370,Blake Jordan,1,1,0,General Knowledge,2020
1003,Analisis Mengenai Dampak Lingkungan,371,Oscar Williams,1,1,0,Technology,2000
1004,Analisis dan Perancangan Fondasi I,372,Sara Hayes,2,2,0,General Knowledge,1995
1007,Kimia Organik Dasar,373,Anya Zhang,7,6,1,General Knowledge,2004
1008,Lehninger Principles of Biochemistry,374,Aaliyah Morgan,11,11,0,General Knowledge,1998
1011,"Jawetz, Melnick and Adelberg's Medical Microbiology",375,Nia Ward,3,2,1,General Knowledge,1989
1012,"Fisika Dasar, Jilid 3 = Physics",376,Jacob Crawford,3,3,0,General Knowledge,2001
1015,"Kalkulus, Jilid 1 = Calculus",377,Raya Wright,32,31,1,General Knowledge,2020
1019,"Kalkulus, Jilid 2 = Calculus",378,Uma Crawford,14,13,1,General Knowledge,2007
1024,"Aljabar Linear Elementer: Versi Aplikasi, Jilid 1 = Elementary Linear Algebra",379,Farah Ward,16,16,0,General Knowledge,2007
1027,"Fisika Dasar, Jilid 1 = Physics",380,Nia Carter,34,34,0,General Knowledge,2008
1039,"Biologi, Jilid 2 = Biology",381,Willow Howard,9,9,0,General Knowledge,2006
1040,Biologi: Konsep dan Skill Praktikum,382,Valerie Reed,3,3,0,General Knowledge,1980
1043,Soil Mechanics and Foundations,383,Gregory Harris,1,0,1,General Knowledge,2010
1047,Theory of Structures,384,Yana Scott,1,1,0,General Knowledge,2009
1051,Teknologi Bahan Lanjut,385,Farah Gray,1,1,0,General Knowledge,1987
1055,Komputasi Numerik: Pemrograman MATLAB untuk Metode Numerik,386,Farah Jenkins,3,3,0,General Knowledge,2018
1057,Teknologi Bahan,387,Valerie Ross,2,2,0,General Knowledge,1997
1059,Mengenal Wawasan Kristen = The Christian Mind,388,Sophia Turner,2,2,0,General Knowledge,2015
1061,Munculnya Kemerdekaan di Dunia Modern = The Emergence of Liberty in the Modern World,389,Kiera Jenkins,4,4,0,General Knowledge,2021
1062,Penderitaan Yesus Kristus: 50 Alasan Mengapa Dia Datang untuk Mati = The Passion of Jesus Christ,390,Jamal Green,1,1,0,General Knowledge,1995
1063,Kecanduan: Sebuah Pesta dalam Kubur = Addiections: A Baquet in the Grave,391,Wendy Brooks,5,5,0,General Knowledge,2002
1064,Seks dan Supremasi Kristus = Sex and the Supremacy of Christ,392,Helena Hayes,1,1,0,General Knowledge,1984
1066,Bertumbuh dalam Anugerah = Grow in Grace,393,Ivy Kelly,2,2,0,General Knowledge,1991
1068,Indahnya Pernikahan Kristen: Sebuah Pengajaran Alkitab,394,Jacob Turner,1,1,0,General Knowledge,1983
1070,"Calvin di Ranah Publik: Demokrasi Liberal, Hak Asasi, dan Kebebasan Sipil",395,Sara Carter,2,2,0,General Knowledge,2015
1073,Kenalkan Yesus pada Mereka: Mengajarkan Injil kepada Anak-Anak,396,Derek Lane,1,0,1,General Knowledge,1986
1074,Pandangan-pandangan Dasar Calvinisme = The Basic Ideas of Calvinism,397,Evan Adams,4,4,0,General Knowledge,2011
1077,Calvin dan Perdagangan: Kuasa Transformasi Calvinisme dalam Ekonomi Pasar = Calvin and Commerce: The Transforming Power of Calvinsm in Market Economies,398,Kara Reed,5,4,1,General Knowledge,2006
1082,Kristus dan Kebudayaan: Sebuah Kajian Baru = Christ and Culture Revisited,399,Kofi Davidson,4,4,0,General Knowledge,2008
1084,"Teologi Sistematika, Volume 4: Doktrin Keselamatan = Systematic Theology",400,David Clark,2,2,0,General Knowledge,2005
1086,Revolusi-Revolusi dalam Wawasan Dunia: Memahami Arus Pemikiran Barat = Revolutions in Worldviews: Understanding the Flow of Western Thought,401,Xander Walker,4,4,0,General Knowledge,1989
1094,Katekismus Singkat Westminister 1 = The Shorter Catechism 1,402,Francisca Price,4,4,0,General Knowledge,1982
1095,Katekismus Singkat Westminister 2 = The Shorter Catechism 2,403,Nia Gibson,1,1,0,General Knowledge,2014
1097,Allah yang Maha pemurah: Menemukan Kembali Inti Iman Kristen = The Prodigal God: Recovering the Heart of the Christian Faith,404,Ella Watson,1,1,0,Technology,1993
1099,Sepuluh Pemikiran Besar dari Sejarah Gereja = 10 Great Ideas from Church History,405,Jamal Long,1,1,0,History,2019
1100,Bagaimana Orang Berubah? = How People Change,406,Kofi Brooks,3,3,0,Technology,1986
1101,Berjaga-Jaga dalam Doa = Watching unto Prayer,407,Noah Agyeman,2,2,0,General Knowledge,1997
1102,Alat di Tangan Sang Penebus Orang yang Membutuhkan Perubahan Menolong Orang yang Membutuhkan Perubahan = Instruments in the Redeemer's Hands: People in Need of Change Helping People in Need of Change,408,Cynthia Patterson,1,1,0,General Knowledge,2021
1104,Tidak Seperti Maksud Semula: Sebuah Ikhtisar Populer tentang Dosa = Not the Way It's Supposed to Be,409,Raj Hill,2,2,0,General Knowledge,1997
1105,Supremasi Kristus = The Supremacy of Christ,410,Lamar Ward,1,1,0,General Knowledge,1993
1106,Manusia: Ciptaan Menurut Gambar Allah = Created in God's Image,411,Uma Taylor,4,4,0,General Knowledge,2005
1109,Menebus Sains: Pendekatan yang Berpusat kepada Allah = Reedeming Science: A God-Centered Approach,412,Ximena Kelly,3,3,0,Technology,1983
1110,Menghibur Hati Mendidik Akal Budi: Renungan Keluarga Berdasarkan Katekismus Heidelberg = Comforting Hearts Teaching Minds: Family Devotions Based on the Heidelberg Catechism,413,Monica Lewis,1,1,0,General Knowledge,2015
1112,Air Mata Pernikahan,414,Uma Evans,2,2,0,Technology,2016
1114,Anselm dari Canterbury = Anselm of Canterbury,415,Yasmin Lane,2,2,0,General Knowledge,2010
1115,Athanasius,416,Zachary Gonzalez,2,2,0,General Knowledge,2014
1117,Kebenaran Total: Membebaskan Kekristenan dari Tawanan Budaya = Liberating Christianity from its Cultural Captivity,417,Pauline Ward,2,2,0,General Knowledge,2018
1118,Khotbah di Bukit: Cermin Kehidupan Sorgawi di Tengah Dunia Berdosa = The Sermon on the Mount,418,Gregory Shah,2,1,1,General Knowledge,2021
1120,Kasih di Tempat-Tempat yang Sulit = Love in Hard Places,419,Maeve Lane,2,1,1,General Knowledge,2012
1121,Apa itu Baptisan?: Makna dan Cara Baptisan Kristen = What About Baptism?,420,Blake Jenkins,1,1,0,General Knowledge,1986
1123,Wawasan Dunia: Sejarah Sebuah Konsep (Sebuah Pandangan Kristen) = Worldview: The History of a Concept,421,Valerie Nakashima,3,3,0,History,2013
1124,Calvin dan Kebudayaan: Menjelajahi Suatu Wawasan Dunia,422,Kiera Jenkins,4,4,0,General Knowledge,1995
1126,Supremasi Kristus dalam Dunia Postmodern = The Supremacy of Christ in a Postmodern World,423,Maeve Gray,2,2,0,General Knowledge,2022
1128,Ia Ada di Sana dan Ia Tidak Diam = He is There and He is Not Silent,424,Omar Evans,1,1,0,General Knowledge,2011
1129,Alkitab: Firman Allah (Verbum Dei) = Bible: God's Word (Verbum Dei),425,Benjamin Owens,2,2,0,General Knowledge,1993
1136,Psikologi sebagai Agama: Kultus Penyembahan Diri = Pschology as Religion: The Cult of Self-Worship,426,Yusuf Fisher,1,1,0,Technology,2004
1139,Saksi Kristus di Tanah Arab = Five Pioneer Missionaries,427,Eliana Turner,1,1,0,General Knowledge,2023
1140,"Kesalehan Jon Calvin: Kumpulan Prosa, Puisi, dan Kidung Rohaninya = The Piety of John Calvin: A Collection of His Spiritual Prose, Poems, and Hymns",428,Benjamin Brooks,1,1,0,General Knowledge,2008
1141,Etika Kerajaan: Mengikuti Yesus dalam Konteks Masa Kini = Kingdom Ethics: Following Jesus in Contemporary Context,429,Pauline Morgan,1,1,0,General Knowledge,2000
1145,Tiada Tempat Bagi Kebenaran = No Place for Truth,430,Willow Newton,1,1,0,General Knowledge,1992
1147,Mendidik untuk Kehidupan: Refleksi Mengenai Pengajaran dan Pembelajaran Kristen = Educating for Life: Reflections on Christian Teaching and Learning,431,Sophia Gonzalez,1,1,0,Technology,1984
1148,Kesalahan-Kesalahan Eksegetis = Exegetical Fallacies,432,Zachary Clark,1,1,0,General Knowledge,1981
1149,Segala Kebenaran adalah Kebenaran Allah = All Truth is God's Truth,433,Marco Adams,4,3,1,General Knowledge,2007
1151,Anak-Anak Allah yang Hidup = Children of the Living God,434,Helena Brooks,1,1,0,General Knowledge,2010
1153,Menjadikan Segalanya Bermakna: Pascal dan Makna Kehidupan = Making Sense of it All: Pascal and the Meaning of Life,435,Victor James,1,0,1,General Knowledge,1994
1155,Pengantar Bioteknologi,436,Priya Cooper,4,4,0,General Knowledge,2006
1156,Ekologi Tanaman: Pengaruh Faktor Lingkungan terhadap Pertumbuhan Tanaman dan Beberapa Aspeknya,437,Jamal Murphy,2,2,0,General Knowledge,2006
1157,Biostatistika Dengan R dan MS Excel,438,Francisca Carter,1,1,0,General Knowledge,2000
1158,Avertebrata,439,Violet Martin,1,1,0,General Knowledge,1990
1160,Imunologi and Alergi-Hipersensitif: Imunologi untuk Biologi dan Kedokteran,440,Raj Phillips,5,5,0,General Knowledge,2009
1161,Biologi Sel: Sebuah Perspektif Memahami Sistem Kehidupan,441,Kara Cook,9,9,0,General Knowledge,1991
1162,Dasar-Dasar Aljabar Linear dan Penggunaannya dalam Berbagai Bidang,442,Ralph Mitchell,4,4,0,Technology,1995
1165,"Sayuran Dunia 2: Prinsip, Produksi, dan Gizi",443,Evan Cooper,1,1,0,General Knowledge,2005
1167,Bioinformatics: A Practical Guide to the Analysis of Genes and Proteins,444,Priya Nakashima,5,5,0,General Knowledge,2022
1169,Fisiologi Tanaman Budidaya,445,Diego Reed,1,1,0,General Knowledge,1980
1170,Teori dan Praktik Ekologi,446,Yana Agyeman,1,1,0,General Knowledge,2021
1173,Genetika Tanaman,447,Monica Powell,1,1,0,General Knowledge,1994
1174,"Kimia Dasar: Prinsip-Prinsip & Aplikasi Modern, Jilid 1 = General Chemistry: Principles and Modern Applications",448,Grace Long,4,4,0,General Knowledge,1982
1175,"Bridge Engineering: Design, Rehabilitation, and Maintenance of Modern Highway Bridges",449,Nia Hayes,2,2,0,Technology,1998
1180,"Kamu Bertanya: Pertanyaanmu, Jawaban-Jawaban Tuhan =  Your Asked: Your Question, God's Answers",450,Oliver Park,1,1,0,General Knowledge,1993
1181,Kekristenan tanpa Kristus = Chritless Christianity: The Alternative Gospel of the American Church,451,Aaliyah Davidson,1,1,0,General Knowledge,2002
1182,Kehidupan Kristen: Sebuah Pengantar Doktrinal = The Christian Life: A Doctrinal Introduction,452,Derek Sanders,2,2,0,General Knowledge,1986
1183,Kekristenan dan Liberalisme = Christianity and Liberalism,453,Ralph Mitchell,1,1,0,General Knowledge,2023
1185,Skandal Pemikiran Injili = The Scandal of the Evangelical Mind,454,Xander Taylor,1,1,0,General Knowledge,1996
1187,Melihat Kemuliaan Kristus melalui Cermin Alkitab: Perenungan akan Kristus yang Mengubahkan Kita = Through the Reflections on Christ that Change Us Looking Glass,455,Grace King,2,2,0,General Knowledge,1996
1189,Konflik Wawasan Dunia = Worldviews in Conflict,456,Landon Torres,2,2,0,General Knowledge,2022
1191,Masa Penuh Kesempatan: Sebuah Bimbingan Alkitabiah bagi Orangtua Remaja = Age of Oppurtunity: A Biblical Guide to Parenting Teens,457,Ralph Walker,2,2,0,General Knowledge,2013
1198,Segala Sesuatu untuk Kebaikan Kita = All Things for Good,458,Kiera Ross,1,1,0,Technology,1995
1199,Menemukan Kehendak Kamu = Discovering God's Will,459,Zane Martinez,2,2,0,General Knowledge,2005
1202,Jonathan Edwards: Penuntun kepada Kehidupan dan Pemikirannya = Jonathan Edwards: A Guide Tour of His Life and Thought,460,Alice Green,1,1,0,General Knowledge,2001
1204,John Eliot: Rasul Bagi Orang Indian,461,Zachary Hill,1,1,0,General Knowledge,2021
1213,Bioinformatics: Sequence and Genome Analysis,462,Ximena Newton,9,9,0,General Knowledge,1994
1214,"Fisika Dasar, Jilid 2 = Physics",463,Yana Crawford,16,16,0,General Knowledge,2000
1217,"Jawetz, Melnick & Adelberg's Medical Microbiology",464,Xavier Rossetti,8,8,0,General Knowledge,2011
1218,Apakah Doktrin Adopsi Itu? = What is the Doctrins of Adoption?,465,Priya Edwards,1,1,0,General Knowledge,1994
1222,Apakah Calvinis Sejati Itu? = What is a True Calvinst?,466,Violet Howard,2,2,0,General Knowledge,2002
1227,Apakah Gereja Reformed Itu? = What is a Reformed Church,467,Claire White,1,1,0,General Knowledge,2014
1230,Apakah Iman Itu? = What is Faith?,468,Monica Hayes,1,1,0,Technology,2023
1234,Apakah Anugerah Itu? = What is Grace?,469,Aaliyah Patterson,1,1,0,General Knowledge,1985
1236,PDM 10: Pelayan yang Mengambarkan Injil,470,Jamal Owens,1,1,0,General Knowledge,1998
1237,"Hati yang Terbakar: Pelayan yang Mencetuskan Gerakan Reformed Injili dalam Masa Kini, Volume 1A: Dasar Iman Kita Bersama",471,Benjamin Newton,1,1,0,General Knowledge,2023
1241,"Hati yang Terbakar: Pelayan yang Mencetuskan Gerakan Reformed Injili dalam Masa Kini, Volume 2: Pembelaan Iman, Kebudayaan dan Masyarakat",472,Noah Mitchell,1,1,0,General Knowledge,2011
1243,"Hati yang Terbakar: Pelayan yang Mencetuskan Gerakan Reformed Injili dalam Masa Kini, Volume 3: Keluarga dan Pendidikan Anak",473,Derek Perez,1,1,0,General Knowledge,1999
1247,"Hati yang Terbakar: Pelayan yang Mencetuskan Gerakan Reformed Injili dalam Masa Kini, Volume 5: Theologi Reformed Injili dan Pelayanan",474,Victor Morgan,4,4,0,General Knowledge,1995
1249,Komposisi Arsitektur = Architectural Composition,475,Monica Phillips,1,1,0,General Knowledge,1986
1251,Merancang dengan Maket: Panduan Studio untuk Membuat dan Menggunakan Maket Perancangan Arsitektual = Designing with Models: A Studio Guide to Making and Using Architectural Design Models,476,Aaliyah McCarthy,7,7,0,General Knowledge,2018
1254,Grafik Arsitektur = Architectural Graphics,477,Priya Flores,8,8,0,General Knowledge,1997
1256,Kamus Visual Arsitektur = A Visual Dictionary of Architecture,478,Tania Nakashima,2,2,0,Architecture,1991
1259,"Data Arsitek, Jilid 1 = Bauentwurfslehre",479,Maeve Patel,34,34,0,General Knowledge,2013
1260,"Fisika: Prinsip dan Aplikasi, Jilid 1 = Physics: Principles with Application",480,Gregory Reed,16,16,0,General Knowledge,1999
1263,"Fisika: Prinsip dan Aplikasi, Jilid 2 = Physics: Principles with Application",481,Nia Scott,3,3,0,General Knowledge,2003
1266,Komposisi Arsitektur: Apresiasi dan Analisis Kasus di Indonesia,482,Carmen Patel,2,2,0,General Knowledge,1980
1267,"Arsitektur Tropis: Bentuk, Teknologi, Kenyamanan, dan Penggunaan Energi",483,Lamar Romanov,5,5,0,General Knowledge,2005
1271,"Arsitektur: Bentuk, Ruang, dan Tatanan",484,Francisca Davidson,3,3,0,General Knowledge,2010
1276,Ilustrasi Konstruksi Bangunan = Building Construction Illustrated,485,Valerie Butler,2,2,0,General Knowledge,1987
1278,"Ilustrasi Struktur Bangunan: Pola, Sistem, dan Desain = Building Structure Illustrated",486,Evan Hill,2,2,0,Technology,2021
1279,Decide for Yourself: A Theological Workbook,487,Hector Park,1,1,0,General Knowledge,2019
1281,"Data Arsitek, Jilid 2 = Bauentwurfslehre",488,Uma Perez,27,27,0,General Knowledge,2003
1283,Sustainable Architecture: Arsitektur Berkelanjutan,489,Tania Powell,4,4,0,Architecture,2004
1285,Arsitektur Berkelanjutan = Sustainable Architecture,490,Sophia Butler,6,6,0,Architecture,2015
1286,"Chemical Reactor Design, Optimization, and Scaleup",491,Uma Cruz,1,1,0,General Knowledge,1993
1288,"History of Architecture, A: Settings and Rituals",492,Violet Jenkins,1,1,0,Architecture,2006
1296,Basic Principles and Calculations in Chemical Engineering,493,Maeve Price,3,3,0,General Knowledge,2019
1299,Internet of Things: Principles and Paradigms,494,Blake Howard,3,3,0,General Knowledge,1986
1300,Hands-On Industrial Internet of Things: Create a Powerful Industrial IoT Infrastructure Using Industry 4.0,495,Uma Butler,2,2,0,General Knowledge,2011
1301,Introduction to Biotechnology,496,Lily Lewis,11,11,0,General Knowledge,2010
1302,In Search of a Confident Faith: Overcoming Barriers to Trusting in God,497,Piper Davidson,1,1,0,Technology,2017
1303,Soul Friends: What Every Woman Needs to Grow in Her Faith,498,Yana Lane,4,3,1,Technology,2012
1304,Forever: Why You Can't Live Without It,499,Raj Cook,2,2,0,General Knowledge,1984
1305,Who's Picking Me Up from the Airport? and Other Questions Single Girls Ask,500,Claire Thompson,3,3,0,Technology,2004
1306,Unlost: Being Found by the One We are Looking for,501,Sophia Murphy,2,2,0,General Knowledge,1981
1307,"Mother and Child Project, The: Raising Our Voices for Health and Hope",502,Alice Taylor,1,1,0,Health,2004
1308,Fault Lines,503,Gregory Bennett,2,2,0,General Knowledge,1980
1309,"Made to Crave: Satisfying Your Deepest Desire with God, Not Food",504,Ingrid Walker,1,1,0,General Knowledge,1984
1310,Jonathan Edwards,505,Jacob Kelly,1,1,0,General Knowledge,1999
1311,Peter Martyr Vermigli,506,Zachary Price,1,1,0,General Knowledge,2018
1312,Augustine of Hippo,507,Helena Crawford,1,1,0,General Knowledge,2023
1313,Martin Luther,508,Yusuf Cruz,1,1,0,General Knowledge,1996
1314,John Calvin,509,Valerie Foster,2,2,0,General Knowledge,1983
1316,"Teologi Sistematika, Volume 1: Doktrin Allah = Systematic Theology",510,Evan Adams,4,4,0,General Knowledge,1996
1319,Gerakan Kharismatik dan Gereja Kita = De Charismatische Beweging en Wij,511,Lily Lin,5,5,0,General Knowledge,2014
1322,Penuntun ke dalam Theologi Institutes Calvin = Theological Guide to Calvin's Institutes: Essays and Analysis,512,Kofi Perez,4,4,0,General Knowledge,2016
1323,Rasio Bagi Allah: Kepercayaan dalam Zaman Skeptisisme = The Reason for God: Belief in an Age of Skepticism,513,Landon Park,3,3,0,General Knowledge,2020
1326,"Teologi Sistematika, Volume 5: Doktrin Gereja = Systematic Theology",514,Victor Coleman,2,2,0,General Knowledge,2004
1331,Pengakuan Iman Westminister: Untuk Kelas Penelaahan  = Westminster Confession on Faith: For Study Classes,515,Walter Watson,15,15,0,Technology,2002
1335,"Teologi Sistematika, Volume 2: Doktrin Manusia = Systematic Theology",516,Samir Howard,2,2,0,General Knowledge,2005
1336,Filsafat dan Iman Kristen 1,517,Gregory Phillips,2,2,0,General Knowledge,1985
1339,Semesta Pemikiran: Sebuah Katalog Wawasan Dunia Dasar = The Universe Next Door: A Basic Worldview Catalog,518,Ella Foster,1,1,0,General Knowledge,2000
1344,Internet of Things: Converging Technologies for Smart Environments and Integrated Ecosystems,519,Quentin Clark,2,2,0,Sustainability,2011
1347,Prescott's Microbiology,520,Francisca Bennett,10,10,0,General Knowledge,1990
1349,Internet of Things-From Research and Innovation to Market Deplyoment,521,Yana Flores,1,1,0,General Knowledge,2005
1355,Basic and Clinical Pharmacology,522,Lily Zhang,2,2,0,General Knowledge,1994
1359,Dasar Pemrograman Python 3: Panduan untuk Mempelajari Python dengan Cepat dan Mudah Bagi Pemula,523,Zara Price,28,28,0,General Knowledge,2019
1365,Ipv6 - Fondasi Internet Masa Depan,524,Willow Thomas,1,1,0,General Knowledge,1990
