NIM,ExamplarCode,Rating
8145425373,1875,4
5870922792,336,3
1474705841,2089,3
7647334784,1570,1
6355475778,3759,4
4319308516,1129,1
2146973647,1671,1
8145425373,2539,1
1550632135,2636,2
4319308516,986,1
2146973647,954,4
4319308516,1618,2
8145425373,468,1
2394853752,2868,2
4319308516,2439,4
1474705841,3699,4
7125679799,3251,3
1550632135,199,2
2193149183,3778,5
6355475778,2804,4
6355475778,910,5
1550632135,1398,3
2394853752,2462,3
1550632135,3217,1
4319308516,917,2
7125679799,800,3
1550632135,1823,2
4319308516,3213,4
4319308516,325,2
7125679799,2408,4
9231616010,2844,2
2394853752,3551,5
6355475778,1454,3
8931945288,2537,2
4606201574,3289,2
8145425373,3235,4
1550632135,1764,1
7647334784,2100,3
7125679799,1189,3
9231616010,3164,1
1550632135,1973,3
4319308516,1271,1
7125679799,1100,4
4606201574,1444,5
4292741687,2199,3
5870922792,2603,2
7647334784,3176,1
9231616010,1703,3
5870922792,2520,4
4319308516,856,4
4606201574,2533,3
4292741687,1191,2
6355475778,63,1
2394853752,3558,3
2146973647,794,5
2394853752,791,3
2193149183,3055,2
9231616010,1173,3
4292741687,2641,3
4292741687,1532,1
8145425373,956,3
6355475778,984,3
5870922792,333,4
2193149183,897,1
2193149183,3299,2
6355475778,3760,1
5870922792,518,5
4606201574,377,2
8145425373,1283,4
6355475778,1105,2
6355475778,147,1
4319308516,3100,4
8145425373,3906,4
4292741687,1829,3
4319308516,1587,1
1550632135,542,2
8931945288,401,5
1474705841,2651,4
8931945288,2614,4
6355475778,2908,5
5870922792,667,5
1550632135,687,2
4292741687,3501,3
2146973647,2193,5
8931945288,617,4
5870922792,2085,1
1550632135,2547,3
4319308516,2868,3
7647334784,3021,4
1474705841,3000,1
9231616010,2145,5
9231616010,1907,4
2146973647,472,4
8145425373,741,5
7125679799,3539,2
4319308516,2993,5
8931945288,3526,3
4606201574,282,2
1550632135,1074,4
4319308516,1792,5
7647334784,216,1
2394853752,3627,5
6355475778,2961,5
4606201574,556,4
7125679799,2133,1
4319308516,756,4
1474705841,2514,4
4319308516,312,5
5870922792,470,5
1474705841,1554,2
1474705841,1801,4
2146973647,2826,2
4292741687,1818,4
8145425373,3761,3
7647334784,3204,2
2146973647,3305,2
5870922792,1335,3
4292741687,2079,1
2394853752,132,5
4319308516,3230,1
2146973647,2975,1
5870922792,2038,4
7647334784,1913,2
2193149183,2035,2
8145425373,1416,1
1550632135,3164,5
9231616010,3274,2
2193149183,3253,3
4292741687,1548,3
1550632135,1309,3
2146973647,665,1
1550632135,2935,1
2193149183,1765,5
1474705841,95,4
4606201574,668,2
9231616010,3871,2
2146973647,1213,5
4606201574,3588,4
4606201574,529,5
9231616010,945,5
9231616010,337,4
7125679799,170,3
8145425373,950,4
7125679799,3593,4
1474705841,334,5
9231616010,3008,1
1474705841,3720,2
5870922792,3491,2
6355475778,518,2
7647334784,1105,2
7125679799,3265,2
6355475778,1785,3
6355475778,299,2
4292741687,968,1
7647334784,1448,3
8931945288,3525,1
7647334784,3497,1
9231616010,3293,5
8931945288,1162,1
5870922792,1180,4
1474705841,2997,4
9231616010,1929,2
4319308516,2195,2
1550632135,3446,4
4606201574,3759,2
7125679799,2336,2
5870922792,124,5
1474705841,3377,3
1474705841,2133,1
4292741687,1202,1
2146973647,159,1
8931945288,1408,2
1474705841,2096,5
1474705841,3092,2
2193149183,1751,2
5870922792,3367,2
2193149183,3010,3
4606201574,2133,3
8931945288,1548,1
4606201574,3537,5
2146973647,1916,1
2193149183,893,2
2193149183,1310,1
4606201574,676,2
6355475778,2528,3
1550632135,1974,3
4292741687,3596,1
9231616010,3382,1
4292741687,3436,1
8145425373,1796,5
7125679799,3730,3
8931945288,1887,3
9231616010,1084,4
8931945288,2201,5
4606201574,703,2
7647334784,2345,2
2146973647,2090,1
1550632135,778,1
8931945288,2531,5
7125679799,3289,2
2146973647,3781,3
2146973647,3443,5
4319308516,781,3
9231616010,3024,1
7647334784,1932,4
2146973647,1322,5
7125679799,2041,2
6355475778,1738,3
7125679799,3818,5
4292741687,502,2
4292741687,2101,2
1474705841,48,3
7125679799,3280,4
4319308516,1082,5
2146973647,3783,4
7647334784,814,4
2146973647,1227,5
2193149183,910,2
9231616010,168,1
7125679799,1313,5
8145425373,2895,5
8145425373,1973,3
4319308516,1711,5
2193149183,27,5
8931945288,2041,1
8931945288,2305,4
5870922792,3866,5
2394853752,2172,4
7125679799,1510,3
8931945288,1764,2
4319308516,2705,5
2394853752,1411,5
1474705841,3364,4
2394853752,65,3
5870922792,800,5
4292741687,17,4
1550632135,2812,1
6355475778,2992,1
6355475778,3468,2
4292741687,1913,4
2146973647,3455,3
6355475778,868,4
7125679799,943,2
4319308516,2812,3
5870922792,3816,4
2146973647,3740,2
2193149183,3608,1
1474705841,1882,3
2394853752,3206,3
9231616010,475,4
6355475778,3374,3
5870922792,334,4
7125679799,468,1
4606201574,749,3
5870922792,2759,1
4606201574,3029,1
1474705841,3326,1
8931945288,1001,2
7125679799,3008,2
8145425373,2753,2
1550632135,1726,5
2146973647,1011,5
1474705841,617,1
6355475778,2143,3
2394853752,1024,2
1550632135,3268,1
2146973647,1174,2
4319308516,723,5
2394853752,1587,2
8931945288,1286,4
5870922792,1935,4
7125679799,1398,5
4606201574,1911,4
4606201574,582,2
4292741687,2946,5
1474705841,255,3
2146973647,2084,2
2193149183,3738,3
4319308516,1136,2
1550632135,3785,2
8931945288,2579,4
7125679799,1570,5
2193149183,3394,2
8931945288,1447,5
2193149183,944,1
7647334784,241,3
2193149183,1742,5
8145425373,3717,2
8931945288,269,1
4319308516,3763,2
7125679799,1157,4
2146973647,3420,3
1550632135,2120,3
2146973647,708,3
1474705841,1823,2
2394853752,2236,3
1474705841,3711,3
9231616010,3768,4
5870922792,2760,4
9231616010,3940,5
5870922792,1851,3
1474705841,3478,1
6355475778,665,4
8145425373,3440,5
1550632135,1907,2
9231616010,971,3
2193149183,1148,5
7125679799,1824,2
4292741687,2109,2
2146973647,148,4
5870922792,392,5
4319308516,63,2
2146973647,1775,2
2146973647,2712,4
1550632135,3245,2
7647334784,1572,1
1474705841,1988,5
8145425373,3375,1
4606201574,1721,3
8931945288,3468,1
2146973647,3185,4
1550632135,1527,5
2394853752,3890,2
8931945288,2482,1
2193149183,3274,5
6355475778,3220,1
1474705841,1769,5
4319308516,2609,3
1474705841,3776,1
2394853752,2680,1
2146973647,279,2
2193149183,3416,4
4292741687,3443,1
4606201574,2318,1
8931945288,2641,2
2394853752,945,4
7647334784,1409,3
7125679799,2688,2
8145425373,1596,4
9231616010,125,5
5870922792,1723,5
7647334784,1955,3
5870922792,3874,3
4606201574,1408,5
2394853752,3080,3
9231616010,1057,2
8931945288,1567,4
5870922792,3281,5
2394853752,2199,4
4292741687,3128,4
4292741687,287,2
8145425373,1653,2
4292741687,1732,4
9231616010,2085,2
8145425373,3286,5
2394853752,3537,3
2394853752,352,2
4319308516,2614,5
1474705841,1589,4
8145425373,1686,5
7125679799,986,2
6355475778,2651,4
7647334784,3730,1
2394853752,1966,3
4319308516,485,2
5870922792,978,3
7125679799,1099,5
1550632135,3135,2
4292741687,1307,5
7647334784,1426,2
6355475778,3512,3
1474705841,3060,4
8931945288,2760,2
6355475778,1762,2
7125679799,2814,4
4292741687,303,1
2193149183,3502,5
2394853752,2935,3
2146973647,2442,3
6355475778,121,3
4606201574,449,3
1474705841,1094,1
8931945288,1303,4
8931945288,1900,5
5870922792,2999,3
4292741687,1584,1
9231616010,2787,1
8145425373,63,5
4292741687,3617,2
5870922792,2549,1
2146973647,1546,3
4292741687,3106,4
4292741687,856,3
9231616010,3177,4
4606201574,2975,4
6355475778,443,4
2146973647,3101,5
1474705841,3317,5
9231616010,3862,2
1550632135,2660,2
7647334784,352,5
4319308516,1420,5
1550632135,1187,4
1550632135,3939,3
8931945288,2816,2
1550632135,2467,3
7125679799,3163,4
2394853752,6,3
2394853752,3783,3
2394853752,3211,1
9231616010,1410,1
8931945288,925,5
4292741687,3449,3
9231616010,2089,2
4319308516,3007,5
6355475778,696,2
2146973647,3174,4
7125679799,73,2
5870922792,1349,4
4606201574,1732,2
4319308516,1170,1
1550632135,644,5
4292741687,3622,1
8931945288,2944,3
9231616010,1426,4
7125679799,3481,5
4319308516,3659,4
5870922792,867,3
7647334784,2131,4
8145425373,1536,4
2146973647,1719,2
8145425373,1623,5
7647334784,2094,1
4606201574,1703,1
9231616010,2999,1
7647334784,3738,5
8145425373,247,4
2394853752,2922,3
1474705841,2495,2
1550632135,386,5
2146973647,1861,5
4292741687,575,4
2146973647,1306,3
4292741687,339,3
2193149183,605,3
1474705841,1355,4
2394853752,1397,2
8145425373,3813,1
4319308516,2595,5
5870922792,2598,4
9231616010,1886,1
4292741687,2744,4
7125679799,2989,5
6355475778,1710,5
2394853752,1303,2
8145425373,3866,3
9231616010,3461,5
6355475778,3730,5
6355475778,2969,1
2146973647,1507,3
8931945288,1448,4
2146973647,976,4
4319308516,943,5
9231616010,2660,5
2394853752,2510,2
1474705841,1648,1
8931945288,2693,4
4606201574,291,4
1474705841,1721,1
1474705841,125,3
4292741687,2697,5
5870922792,2823,5
2394853752,3255,5
4292741687,2970,3
7647334784,1169,4
1474705841,915,5
7125679799,1165,1
4292741687,1267,3
8931945288,3281,5
7647334784,2193,1
2146973647,3877,5
8931945288,1378,4
4606201574,1153,5
6355475778,1444,1
1474705841,3823,5
2193149183,2138,2
2193149183,1790,3
5870922792,1461,1
6355475778,2789,1
4292741687,890,5
8145425373,1742,2
4292741687,416,5
2394853752,30,4
8145425373,1222,3
4606201574,2751,5
1550632135,2969,5
4606201574,2467,5
7125679799,1266,5
2146973647,1710,1
1550632135,1878,3
5870922792,377,2
4292741687,819,1
8145425373,1804,2
1550632135,2706,1
8931945288,2706,4
4292741687,1153,4
8145425373,30,4
1474705841,1477,1
2146973647,2109,5
7125679799,2603,5
7125679799,2918,2
4606201574,3445,3
2146973647,2206,3
9231616010,1715,4
8145425373,291,3
1550632135,680,4
6355475778,3086,3
2193149183,2961,3
2394853752,2192,2
2193149183,741,4
1474705841,1508,2
2146973647,2666,2
2394853752,1278,5
7125679799,1214,4
6355475778,2133,1
4606201574,392,3
5870922792,1660,5
1474705841,784,3
6355475778,2823,2
6355475778,3367,2
2146973647,3870,4
8931945288,3850,2
1474705841,1160,5
4319308516,1499,2
2394853752,3543,1
1550632135,307,2
4606201574,1521,3
2394853752,1701,2
8931945288,2099,5
2394853752,3373,2
7125679799,1988,4
2394853752,3510,1
9231616010,1842,2
4319308516,1796,1
2146973647,1640,3
1550632135,336,4
1550632135,1175,4
4606201574,1007,4
8931945288,1824,5
2146973647,1376,5
7125679799,3093,3
2394853752,320,3
7125679799,1151,2
1550632135,501,4
1550632135,534,2
2394853752,2625,1
4606201574,3446,2
2394853752,631,1
9231616010,560,1
5870922792,424,3
4319308516,1214,4
7125679799,3003,3
4606201574,2200,1
2146973647,1301,1
5870922792,3398,1
4319308516,711,2
7647334784,3855,2
9231616010,1879,1
4606201574,1787,1
4606201574,1286,5
8931945288,1241,1
4606201574,2086,1
2394853752,3325,4
4319308516,1804,3
2193149183,3872,1
8145425373,502,4
2394853752,3719,3
5870922792,1814,2
9231616010,2986,1
9231616010,3440,2
8931945288,1792,2
8931945288,2129,1
2146973647,1068,1
2146973647,3607,5
7125679799,1439,5
5870922792,984,4
4606201574,81,1
7647334784,17,5
5870922792,129,5
8145425373,1935,4
1550632135,2787,2
8145425373,2472,3
9231616010,3611,4
8145425373,3148,5
9231616010,1202,2
2394853752,3155,2
1474705841,3537,1
6355475778,3072,4
8931945288,3373,2
4319308516,1567,2
2394853752,1082,4
4292741687,1100,3
2193149183,3395,2
2394853752,735,5
7125679799,1783,2
5870922792,2467,3
2146973647,2812,5
9231616010,2865,3
7125679799,90,1
1474705841,3715,4
1474705841,944,1
4606201574,2114,2
1550632135,1106,5
2193149183,2183,4
8931945288,13,3
1550632135,3501,4
7125679799,3150,5
7647334784,18,1
8145425373,3627,2
6355475778,3598,1
7125679799,1389,5
2394853752,1830,1
2193149183,3652,5
8931945288,3230,3
6355475778,1887,4
9231616010,814,4
7647334784,3858,1
4606201574,245,3
8145425373,1398,4
1474705841,3082,3
2394853752,2895,3
2193149183,125,3
9231616010,3296,5
1550632135,2451,1
8145425373,2973,3
4292741687,3204,3
9231616010,932,3
8931945288,3867,1
2193149183,1278,2
4292741687,3418,2
5870922792,1344,1
4606201574,990,4
6355475778,1636,2
7125679799,374,2
7125679799,3850,5
5870922792,3118,4
5870922792,2888,4
1474705841,1724,2
4606201574,2753,5
7647334784,1467,4
1550632135,3776,1
8145425373,3436,1
4606201574,3246,1
2394853752,3253,2
4319308516,530,4
2146973647,3621,4
7647334784,3718,4
2193149183,2983,4
1474705841,2866,2
1474705841,3145,5
9231616010,3528,1
4292741687,1039,1
2193149183,1185,2
8145425373,1736,5
2146973647,575,4
2146973647,3086,2
1474705841,2444,5
1474705841,13,3
2193149183,744,5
1550632135,2897,3
4319308516,2490,4
1474705841,2685,2
6355475778,976,1
5870922792,756,1
5870922792,3230,5
5870922792,2914,2
4292741687,2599,5
4319308516,2944,4
1474705841,3142,3
1550632135,3101,2
6355475778,617,5
7125679799,3075,5
4319308516,944,4
5870922792,1759,5
7125679799,25,2
4292741687,842,3
5870922792,586,1
4606201574,3450,3
7647334784,1515,1
2146973647,2802,5
1474705841,25,3
9231616010,327,1
4319308516,529,2
1550632135,1336,5
2146973647,805,2
2146973647,784,2
2193149183,405,3
1550632135,3556,5
2193149183,3281,3
2193149183,378,3
4292741687,2953,1
7125679799,3074,2
6355475778,3823,3
5870922792,164,2
8931945288,2909,4
7647334784,945,5
6355475778,1563,1
2146973647,1913,4
4319308516,897,1
1550632135,1448,2
8931945288,781,1
2146973647,1604,1
7647334784,346,1
1474705841,1236,4
4292741687,617,4
2193149183,300,2
1550632135,2939,1
2193149183,147,5
1474705841,1149,5
4292741687,3759,5
5870922792,2504,4
4292741687,1604,1
7647334784,2891,5
5870922792,703,3
1550632135,3178,1
5870922792,1234,2
2394853752,2693,4
9231616010,602,4
6355475778,1448,3
5870922792,2913,2
4292741687,1552,2
1550632135,3373,2
9231616010,936,2
4606201574,3193,1
4319308516,158,4
8145425373,2947,3
2193149183,345,4
5870922792,1933,4
2193149183,2197,4
8145425373,124,3
9231616010,1640,5
7647334784,882,1
8145425373,241,4
7125679799,2345,3
8931945288,1974,3
7647334784,3442,5
1550632135,3445,3
2394853752,2087,4
2394853752,2688,2
7647334784,1296,2
2193149183,1578,3
8931945288,312,5
2193149183,3535,4
7125679799,910,1
4319308516,2081,5
4319308516,1121,5
5870922792,3084,4
1550632135,415,1
7647334784,3678,3
1474705841,1647,2
2193149183,3546,2
7647334784,3771,1
5870922792,3008,2
8931945288,3605,1
6355475778,1737,2
2146973647,408,3
2193149183,1439,3
9231616010,574,3
2394853752,249,1
9231616010,317,3
8145425373,1141,1
7647334784,3071,5
2394853752,424,1
4292741687,121,3
6355475778,576,4
8931945288,3458,3
4292741687,3206,4
6355475778,3766,2
2146973647,3818,3
7125679799,1077,3
4292741687,1632,2
8931945288,3168,3
7125679799,3718,4
2146973647,802,2
2394853752,1759,4
2146973647,3267,1
1550632135,2440,1
5870922792,223,4
4319308516,1249,2
4606201574,3771,1
8931945288,1796,4
2394853752,3759,3
8145425373,1696,4
4292741687,333,3
9231616010,1714,3
8145425373,2755,4
2193149183,2934,4
4319308516,1537,2
8931945288,1398,2
9231616010,1278,2
1474705841,817,1
2193149183,196,4
7125679799,3317,5
7125679799,18,1
1474705841,1173,4
5870922792,976,3
2146973647,741,5
4606201574,351,2
2146973647,631,4
6355475778,3497,5
4319308516,3203,5
2394853752,2475,4
9231616010,1852,2
2394853752,3779,1
8931945288,2204,3
8145425373,3587,3
1474705841,2660,2
5870922792,1713,3
8931945288,1170,2
2193149183,539,5
2146973647,1199,5
2394853752,2086,4
4292741687,1738,5
9231616010,2866,3
8145425373,3213,5
6355475778,3128,1
7647334784,2815,3
1550632135,2152,3
6355475778,2714,4
6355475778,3447,4
5870922792,3010,4
5870922792,927,2
2394853752,3118,1
1474705841,1789,4
4292741687,2318,1
5870922792,2197,4
1550632135,423,4
1474705841,964,3
1550632135,1276,3
8145425373,892,2
4319308516,2093,2
8145425373,1213,2
9231616010,2926,1
1550632135,578,3
1474705841,3459,4
8145425373,2041,3
8145425373,1306,1
4606201574,3425,5
4292741687,3760,2
7125679799,574,1
5870922792,3265,2
1474705841,1858,1
2193149183,518,3
8931945288,2711,4
7125679799,805,1
7125679799,2972,1
2146973647,2693,4
8931945288,1068,1
1474705841,3507,4
9231616010,903,3
2146973647,2510,4
8145425373,3850,5
2394853752,2975,2
4319308516,470,2
2394853752,3450,5
6355475778,1389,3
9231616010,2318,4
2193149183,1316,1
5870922792,1024,2
9231616010,2998,2
9231616010,2007,3
8145425373,2839,1
7647334784,1307,4
2146973647,190,2
5870922792,420,4
4319308516,2448,5
5870922792,1145,4
2394853752,3769,2
8931945288,2578,1
2146973647,296,1
6355475778,312,1
4292741687,648,2
8145425373,680,4
7647334784,800,3
4606201574,1929,3
1474705841,3716,3
5870922792,2889,3
6355475778,2462,1
6355475778,3081,3
5870922792,2345,1
1550632135,3017,1
5870922792,948,5
7125679799,3323,2
4292741687,3861,2
2146973647,597,4
4606201574,3161,5
8931945288,1182,2
4319308516,401,3
8931945288,1191,2
6355475778,903,5
2394853752,763,2
2394853752,423,1
8931945288,282,1
1550632135,3021,5
7125679799,311,3
2394853752,2979,3
4606201574,3250,1
2394853752,2598,1
1550632135,2149,1
5870922792,3147,3
4292741687,3189,2
4319308516,3378,1
1474705841,3277,5
7647334784,2989,4
6355475778,1241,2
4606201574,2714,2
5870922792,2641,2
2146973647,1104,2
2146973647,3078,1
9231616010,1263,3
6355475778,3855,2
9231616010,1237,2
8931945288,3447,2
8931945288,1742,4
2394853752,1279,4
8145425373,3445,2
2146973647,2903,5
2394853752,1359,1
9231616010,3928,2
4292741687,1510,2
7647334784,2817,4
5870922792,2081,2
5870922792,3591,3
7647334784,1552,4
6355475778,3247,2
4292741687,2852,2
1474705841,3769,4
8145425373,3771,3
4606201574,1070,2
2394853752,819,4
2146973647,3032,5
8931945288,3775,4
2394853752,1147,4
6355475778,787,2
1550632135,2688,4
9231616010,2909,5
1474705841,2850,3
7125679799,1978,1
7125679799,3018,4
6355475778,2318,3
2193149183,3479,3
8931945288,1539,3
8931945288,1189,3
4292741687,3659,1
7125679799,1668,2
9231616010,734,4
2146973647,1283,2
4319308516,984,2
4292741687,2707,3
6355475778,376,3
7647334784,1641,2
4292741687,1783,3
4292741687,3029,1
1474705841,282,1
4292741687,367,5
4606201574,3147,4
4319308516,675,4
8145425373,2962,2
2394853752,650,5
5870922792,1732,1
2193149183,3805,2
9231616010,1299,3
5870922792,2484,1
7125679799,3091,3
1550632135,1633,3
7125679799,2611,1
9231616010,115,5
9231616010,129,5
2193149183,676,5
7125679799,3783,2
8145425373,457,4
2394853752,2905,2
5870922792,3158,5
8931945288,1477,5
4292741687,1170,1
5870922792,1929,4
2146973647,2145,4
4319308516,1422,4
5870922792,3587,5
4606201574,1548,5
2146973647,3775,1
2394853752,2889,5
2193149183,968,2
8931945288,2501,2
2193149183,3000,2
9231616010,27,1
2394853752,1801,2
5870922792,3583,3
4319308516,1965,5
5870922792,3375,4
1474705841,758,4
4606201574,2524,1
4606201574,1801,2
9231616010,3867,3
4606201574,3785,4
2394853752,1827,2
7125679799,3891,5
2193149183,667,4
4606201574,1726,4
2193149183,401,4
6355475778,3769,4
2146973647,3211,1
7125679799,3620,4
6355475778,1187,2
2394853752,642,2
7647334784,1222,4
6355475778,1140,1
8931945288,1711,5
6355475778,2827,2
2146973647,978,1
2394853752,2166,2
4319308516,294,2
5870922792,1410,3
7125679799,328,5
6355475778,3378,3
6355475778,29,5
8145425373,2442,5
9231616010,164,2
8931945288,986,2
7647334784,3719,2
1474705841,1536,4
9231616010,545,3
4292741687,3399,2
1474705841,2839,4
4319308516,3288,1
2394853752,1746,3
7125679799,3720,3
7125679799,2774,1
4292741687,680,3
5870922792,441,4
5870922792,1279,1
7647334784,1316,1
8145425373,3469,2
9231616010,3414,5
4292741687,1027,3
4606201574,1156,3
1550632135,470,1
1474705841,2099,1
1550632135,3419,2
7125679799,234,5
4292741687,921,3
8931945288,3318,4
4606201574,2815,3
7125679799,1554,2
2394853752,3291,3
5870922792,2194,4
4292741687,3220,5
4319308516,3206,3
2146973647,3459,3
7125679799,1829,3
8145425373,3014,1
8931945288,672,2
1474705841,3215,1
4319308516,3109,3
4606201574,984,4
2193149183,2758,1
7647334784,3634,1
9231616010,1121,1
5870922792,574,3
8145425373,1271,4
7125679799,2493,2
8931945288,2983,3
4606201574,1829,3
8931945288,3161,5
4606201574,2789,5
1474705841,690,3
7647334784,3617,5
2394853752,3451,1
7647334784,3616,5
7125679799,1408,4
8145425373,800,1
1550632135,188,5
8145425373,819,3
2146973647,3528,4
5870922792,1887,2
4319308516,3092,2
6355475778,1227,4
5870922792,1160,1
2394853752,279,2
2146973647,556,4
9231616010,1376,5
1550632135,2833,1
2146973647,2199,2
5870922792,271,3
1550632135,3066,3
2394853752,3617,4
7125679799,3415,4
2193149183,2904,4
4319308516,2320,1
9231616010,3046,2
6355475778,104,4
4319308516,1656,2
6355475778,3096,4
8145425373,3008,4
7125679799,1251,3
1474705841,100,2
9231616010,3593,2
2146973647,132,2
5870922792,2165,4
4319308516,1630,4
1550632135,432,1
4292741687,2485,4
8931945288,1749,3
8145425373,2950,1
1550632135,2888,4
2193149183,320,1
8931945288,778,2
4606201574,3194,5
8931945288,3051,5
5870922792,885,4
2146973647,1637,2
4606201574,3168,5
8931945288,262,3
8145425373,3053,4
1474705841,2816,3
4319308516,1097,1
4292741687,1408,3
2394853752,3147,2
4319308516,3849,1
1550632135,3367,5
7647334784,1825,5
4319308516,1222,2
8931945288,892,4
8931945288,2936,3
6355475778,499,5
4319308516,3422,1
1474705841,2376,3
1550632135,3215,4
5870922792,3180,2
7647334784,952,5
7647334784,3453,1
5870922792,3193,2
5870922792,2102,4
8145425373,385,3
2193149183,3036,2
4606201574,3300,3
2394853752,2735,4
1474705841,1412,5
9231616010,1505,3
5870922792,2347,2
8145425373,1945,3
8145425373,1237,1
4606201574,3134,1
1550632135,1477,3
1474705841,1639,4
7125679799,3095,4
1550632135,3111,5
7125679799,627,4
4319308516,885,5
8931945288,3252,5
2193149183,3155,1
1550632135,1937,4
8145425373,2989,2
8145425373,3612,2
8145425373,3021,1
2394853752,1646,4
4292741687,2191,5
1550632135,2122,1
1550632135,1900,5
4292741687,3198,2
4606201574,890,5
4319308516,1002,2
8145425373,3398,2
7125679799,1604,2
2146973647,2636,4
5870922792,2629,3
4606201574,2627,5
2193149183,2204,3
4606201574,396,4
9231616010,3022,4
8145425373,3785,3
9231616010,672,3
8931945288,474,2
1550632135,3202,5
7647334784,158,3
7647334784,3659,2
7125679799,3134,3
7125679799,205,1
9231616010,2478,1
7647334784,2968,5
4292741687,872,3
4292741687,311,2
4319308516,3016,2
4606201574,1147,3
4606201574,334,2
1550632135,3719,1
8145425373,196,3
2193149183,1841,4
2146973647,2015,4
1474705841,1660,1
4292741687,862,4
8931945288,2057,5
4606201574,2302,1
8145425373,3032,5
7647334784,1115,2
2193149183,697,1
6355475778,170,3
6355475778,1638,1
6355475778,3022,2
1550632135,1577,2
5870922792,244,5
4292741687,403,2
6355475778,2766,5
8145425373,2209,1
6355475778,3318,4
7125679799,1191,4
4606201574,3868,5
1550632135,1359,3
4606201574,950,4
9231616010,1128,3
8931945288,3554,5
1550632135,1310,3
2146973647,3604,3
2193149183,383,2
4319308516,279,2
9231616010,2757,2
5870922792,3224,4
1550632135,3823,3
5870922792,3199,2
7125679799,1421,5
2146973647,3652,1
4319308516,492,1
7125679799,365,3
2146973647,2549,4
5870922792,1316,2
4606201574,2090,2
2146973647,3110,3
2394853752,1978,4
7647334784,2210,2
4606201574,1214,4
5870922792,2475,1
9231616010,984,5
7125679799,3000,2
2193149183,190,5
2394853752,330,5
2146973647,125,4
2193149183,1448,4
5870922792,3422,2
2146973647,3423,1
9231616010,1162,4
4292741687,2,4
6355475778,1198,3
4319308516,249,3
7647334784,3039,1
5870922792,1094,3
8145425373,1590,3
7125679799,3453,1
8931945288,1070,1
2146973647,2870,1
1474705841,3717,1
4292741687,497,1
4292741687,3604,2
1550632135,122,1
2146973647,2604,3
7647334784,2828,1
4292741687,1095,4
4292741687,2093,4
1474705841,1714,3
2146973647,3184,4
6355475778,1647,2
1474705841,1370,2
2193149183,668,4
6355475778,3659,1
6355475778,574,1
2394853752,1084,4
4319308516,3259,1
9231616010,3568,1
8931945288,2928,1
4292741687,1461,4
4606201574,1448,2
1550632135,1400,2
2146973647,651,2
6355475778,2830,1
1474705841,1461,2
2193149183,3612,5
8145425373,1515,1
8145425373,1073,4
2394853752,485,1
6355475778,1365,5
1550632135,2915,5
4606201574,485,5
1474705841,3036,1
7647334784,1674,1
2146973647,2989,3
2394853752,3100,5
4606201574,3471,5
4292741687,3894,1
1550632135,3022,1
4319308516,3789,2
5870922792,170,5
7647334784,354,2
8145425373,3013,2
4606201574,3372,4
8145425373,711,4
1474705841,386,5
7647334784,1967,5
1474705841,2057,2
6355475778,1935,3
9231616010,364,5
4606201574,1012,5
7647334784,2897,5
1550632135,3398,4
5870922792,1308,2
7125679799,2828,5
6355475778,2744,2
8931945288,2017,2
2193149183,1397,3
2193149183,1118,5
8145425373,1966,3
4606201574,1118,5
2394853752,2183,3
2193149183,2902,1
4319308516,2928,1
2193149183,3766,3
1474705841,1770,1
2193149183,1653,2
9231616010,2181,4
8145425373,1687,5
7647334784,2627,2
8145425373,1520,1
8931945288,747,2
4319308516,1302,4
4292741687,3391,5
9231616010,3079,3
1474705841,1532,1
1550632135,3136,5
4606201574,1561,1
8931945288,2545,2
9231616010,1882,4
1474705841,985,3
7647334784,2980,4
2193149183,3405,4
1474705841,419,1
2394853752,3805,3
4319308516,432,3
9231616010,1588,5
5870922792,3001,4
9231616010,2664,1
1550632135,227,4
8145425373,1070,5
2394853752,3013,3
2394853752,367,4
8145425373,1101,4
4606201574,1347,2
7125679799,262,4
9231616010,3124,4
8931945288,2611,3
7647334784,681,4
6355475778,3513,2
2394853752,1963,1
4319308516,1933,2
2193149183,68,2
4606201574,145,1
4606201574,1366,2
2394853752,644,2
1474705841,2664,1
8145425373,3060,5
4606201574,214,3
7125679799,3100,5
4606201574,2097,2
1550632135,3469,4
5870922792,2514,3
6355475778,1059,4
6355475778,1570,5
7647334784,3279,1
9231616010,1733,4
4319308516,4,1
4319308516,132,3
4319308516,546,1
6355475778,3039,5
1474705841,3012,1
2394853752,531,2
6355475778,791,4
7125679799,58,5
7125679799,1156,2
7647334784,279,5
4319308516,1969,1
2193149183,2149,1
8931945288,2755,1
7647334784,1349,5
2193149183,2948,3
8931945288,2067,4
7125679799,1243,3
2193149183,1913,2
4606201574,3440,5
2146973647,149,3
7647334784,3118,1
4606201574,121,1
1550632135,3235,3
7125679799,3873,2
6355475778,1607,2
7647334784,644,5
2193149183,1866,2
4292741687,2584,4
1474705841,1359,3
6355475778,534,4
9231616010,104,2
2193149183,2686,4
1474705841,1121,4
7647334784,2951,1
4292741687,1809,5
7647334784,8,5
2146973647,781,3
1550632135,3232,2
1550632135,3540,3
2394853752,258,4
8145425373,2957,5
8931945288,164,2
2146973647,971,3
7125679799,691,3
2193149183,1218,2
7647334784,705,5
4606201574,1680,4
6355475778,756,2
2146973647,327,4
1474705841,2320,2
9231616010,3110,1
2193149183,1051,5
4292741687,1397,2
8931945288,2347,2
1474705841,1822,3
7647334784,1630,3
7647334784,1249,1
